"Read"	{"notebook_path":"/r/construction/u2-beta/nb.ipynb"}	BLOCK	"/r/construction/u2-beta/nb.ipynb"
"Read"	{"path":"/r/construction/u2-beta/x.md"}	BLOCK	"/r/construction/u2-beta/x.md"
"Read"	{"paths":["/r/construction/u1-alpha/a.md","/r/construction/u2-beta/b.md"]}	BLOCK	"/r/construction/u2-beta/b.md"
"Read"	{"file_path":""}	ALLOW	""
"Read"	{}	ALLOW	""
"NotebookRead"	{"notebook_path":"/r/construction/u2-beta/nb.ipynb"}	BLOCK	"/r/construction/u2-beta/nb.ipynb"
"Write"	{"file_path":"/r/construction/u2-beta/out.md"}	BLOCK	"/r/construction/u2-beta/out.md"
"Edit"	{"file_path":"/r/construction/u2-beta/out.md"}	BLOCK	"/r/construction/u2-beta/out.md"
"MultiEdit"	{"file_path":"/r/construction/u2-beta/out.md"}	BLOCK	"/r/construction/u2-beta/out.md"
"NotebookEdit"	{"notebook_path":"/r/construction/u2-beta/nb.ipynb"}	BLOCK	"/r/construction/u2-beta/nb.ipynb"
"LS"	{"path":"/r/construction"}	BLOCK	"/r/construction"
"LS"	{"path":"/r/construction/u1-alpha"}	ALLOW	""
"LS"	{"path":"/r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"LS"	{"path":"/r"}	BLOCK	"/r"
"LS"	{"path":"/w"}	ALLOW	""
"LS"	{"path":"."}	BLOCK	"."
"LS"	{"path":"/elsewhere"}	ALLOW	""
"LS"	{}	ALLOW	""
"Glob"	{"pattern":"construction/*/design.md"}	BLOCK	"construction/*/design.md"
"Glob"	{"pattern":"construction/u1-alpha/**/*.md"}	ALLOW	""
"Glob"	{"pattern":"construction/u2-beta/**/*.md"}	BLOCK	"construction/u2-beta/**/*.md"
"Glob"	{"pattern":"**/*.md"}	BLOCK	"."
"Glob"	{"pattern":"*.md"}	BLOCK	"."
"Glob"	{"pattern":"construction/u1-alpha/**/*.md","path":"/r"}	BLOCK	"/r"
"Glob"	{"pattern":"*.md","path":"/r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Glob"	{"pattern":"*.md","path":"/r/construction/u1-alpha"}	ALLOW	""
"Glob"	{"path":"/r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Glob"	{}	ALLOW	""
"Grep"	{"glob":"construction/*/design.md"}	BLOCK	"construction/*/design.md"
"Grep"	{"glob":"*.md","path":"/r/construction/u1-alpha"}	ALLOW	""
"Grep"	{"glob":"*.md","path":"/r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Grep"	{"glob":"construction/u1-alpha/*.md"}	ALLOW	""
"Grep"	{"path":"/r/construction/u1-alpha"}	ALLOW	""
"Grep"	{}	BLOCK	"."
"Grep"	{"pattern":"construction/u2-beta"}	BLOCK	"."
"Bash"	{"command":"cat /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat /r/construction/u1-alpha/design.md"}	ALLOW	""
"Bash"	{"command":"head -n 5 /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"tail -n 5 construction/u2-beta/design.md"}	BLOCK	"construction/u2-beta/design.md"
"Bash"	{"command":"less /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"more /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"ls /r/construction"}	BLOCK	"/r/construction"
"Bash"	{"command":"ls -la /r/construction/u1-alpha"}	ALLOW	""
"Bash"	{"command":"ls"}	BLOCK	"."
"Bash"	{"command":"ls -la"}	BLOCK	"."
"Bash"	{"command":"grep -r foo /r/construction"}	BLOCK	"/r/construction"
"Bash"	{"command":"grep -r foo /r/construction/u1-alpha"}	ALLOW	""
"Bash"	{"command":"grep -r foo /r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"grep -rn foo"}	BLOCK	"."
"Bash"	{"command":"grep -e foo -e bar /r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"grep -f patterns.txt /r/construction/u1-alpha"}	BLOCK	"."
"Bash"	{"command":"egrep foo /r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"fgrep foo /r"}	BLOCK	"/r"
"Bash"	{"command":"rg foo"}	BLOCK	"."
"Bash"	{"command":"rg foo /r/construction/u1-alpha"}	ALLOW	""
"Bash"	{"command":"rg foo /r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"rg -g 'construction/u1-alpha/**' foo"}	ALLOW	""
"Bash"	{"command":"rg -g 'construction/*/**' foo"}	BLOCK	"construction/*/**"
"Bash"	{"command":"rg --glob=construction/u1-alpha/** foo"}	ALLOW	""
"Bash"	{"command":"rg --glob=construction/u2-beta/** foo"}	BLOCK	"construction/u2-beta/**"
"Bash"	{"command":"rg --glob construction/u1-alpha/x.md foo"}	ALLOW	""
"Bash"	{"command":"ripgrep foo"}	BLOCK	"."
"Bash"	{"command":"find /r/construction -name '*.md'"}	BLOCK	"/r/construction"
"Bash"	{"command":"find /r/construction/u1-alpha -name '*.md'"}	ALLOW	""
"Bash"	{"command":"find . -name '*.md'"}	BLOCK	"."
"Bash"	{"command":"find -name '*.md'"}	BLOCK	"."
"Bash"	{"command":"cd /r/construction/u2-beta && cat design.md"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"cd /r/construction/u1-alpha && cat design.md"}	ALLOW	""
"Bash"	{"command":"cd /r/construction/u1-alpha; cat ../u2-beta/design.md"}	BLOCK	"../u2-beta/design.md"
"Bash"	{"command":"cd - && cat design.md"}	ALLOW	""
"Bash"	{"command":"cd && ls"}	BLOCK	"."
"Bash"	{"command":"wc -l /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"wc -l /r/construction/u1-alpha/design.md"}	ALLOW	""
"Bash"	{"command":"diff /r/construction/u1-alpha/a.md /r/construction/u2-beta/b.md"}	BLOCK	"/r/construction/u2-beta/b.md"
"Bash"	{"command":"echo hello"}	ALLOW	""
"Bash"	{"command":"cat /r/inception/requirements-analysis/requirements.md"}	ALLOW	""
"Bash"	{"command":"cat /r/construction/u2-beta/functional-design/entities.md"}	ALLOW	""
"Bash"	{"command":"cat /r/construction/u3-gamma/contract.md"}	ALLOW	""
"Bash"	{"command":"cat /r/construction/u3-gamma/other.md"}	BLOCK	"/r/construction/u3-gamma/other.md"
"Bash"	{"command":"ls /r/construction/u3-gamma"}	BLOCK	"/r/construction/u3-gamma"
"Bash"	{"command":"cat \"/r/construction/u2 beta/design.md\""}	BLOCK	"/r/construction/u2 beta/design.md"
"Bash"	{"command":"cat '/r/construction/u2-beta/design.md'"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat /r/construction/u2-beta/design.md | head"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"true && cat /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"(cat /r/construction/u2-beta/design.md)"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat /r/construction/*/design.md"}	BLOCK	"/r/construction/*/design.md"
"Bash"	{"command":"cat /r/construction/u1-alpha/../u2-beta/design.md"}	BLOCK	"/r/construction/u1-alpha/../u2-beta/design.md"
"Bash"	{"command":"sed -n 1p /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"git log construction/u2-beta"}	BLOCK	"construction/u2-beta"
"Bash"	{"command":"cargo test -p aidlc"}	ALLOW	""
"Bash"	{"command":""}	ALLOW	""
"Bash"	{}	ALLOW	""
"Task"	{"file_path":"/r/construction/u2-beta/design.md"}	ALLOW	""
"WebFetch"	{"path":"/r/construction/u2-beta/design.md"}	ALLOW	""
"Bash"	{"command":"cat \\/r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat /r/construction/u2-beta/de\\ sign.md"}	BLOCK	"/r/construction/u2-beta/de sign.md"
"Bash"	{"command":"cat \"/r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat '/r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat /r/construction/u1-alpha/a.md > /r/construction/u2-beta/out.md"}	BLOCK	"/r/construction/u2-beta/out.md"
"Bash"	{"command":"cat>/r/construction/u2-beta/design.md"}	ALLOW	""
"Bash"	{"command":"rm x 2>&1; cat /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"echo a & cat /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"echo \"\" && cat /r/construction/u1-alpha/x.md"}	ALLOW	""
"Bash"	{"command":"cat ''"}	ALLOW	""
"Bash"	{"command":"cat $'/r/construction/u2-beta/design.md'"}	BLOCK	"$/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat \"/r/construction/u2-beta/desi\\\"gn.md\""}	BLOCK	"/r/construction/u2-beta/desi\"gn.md"
"Bash"	{"command":"nohup cat /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"sudo cat /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"xargs cat < /r/construction/u2-beta/list.txt"}	BLOCK	"/r/construction/u2-beta/list.txt"
"Bash"	{"command":"for f in /r/construction/u2-beta/*.md; do cat $f; done"}	BLOCK	"/r/construction/u2-beta/*.md"
"Bash"	{"command":"cat -- /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat - /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"grep foo -- /r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"ls /r/construction/u1-alpha /r/construction/u2-beta"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"cat\t/r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"  cat   /r/construction/u2-beta/design.md  "}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"cat /r/construction/u2-beta/design.md\ncat /r/construction/u1-alpha/x.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"/usr/bin/cat /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"/usr/bin/ls"}	BLOCK	"."
"Bash"	{"command":"CAT /r/construction/u2-beta/design.md"}	BLOCK	"/r/construction/u2-beta/design.md"
"Bash"	{"command":"LS"}	BLOCK	"."
"Bash"	{"command":"cat construction"}	BLOCK	"construction"
"Bash"	{"command":"cat constr*"}	BLOCK	"constr*"
"Bash"	{"command":"cat ."}	ALLOW	""
"Bash"	{"command":"cat .."}	BLOCK	".."
"Bash"	{"command":"ls .."}	BLOCK	".."
"Bash"	{"command":"find /r/construction/u2-beta ! -name x"}	BLOCK	"/r/construction/u2-beta"
"Bash"	{"command":"find -L /r/construction/u2-beta"}	BLOCK	"."
"Bash"	{"command":"rg -g construction/u1-alpha/** -g construction/u2-beta/** foo"}	BLOCK	"construction/u2-beta/**"
"Bash"	{"command":"rg --glob= foo"}	BLOCK	"."
"Bash"	{"command":"rg -g '' foo"}	BLOCK	"."
"Bash"	{"command":"cd /r; cat construction/u2-beta/design.md"}	BLOCK	"/r"
"Bash"	{"command":"cd /r && cd construction && cat u2-beta/design.md"}	BLOCK	"/r"
"Bash"	{"command":"cd /nowhere && cat construction/u2-beta/design.md"}	BLOCK	"construction/u2-beta/design.md"
"Grep"	{"glob":"construction/u3-gamma/contract.md"}	ALLOW	""
"Grep"	{"glob":"construction/u1-alpha/x.md","path":"/r/construction/u1-alpha"}	ALLOW	""
"Glob"	{"pattern":"construction/u3-gamma/contract.md"}	ALLOW	""
"LS"	{"path":"/r/construction/u3-gamma/contract.md"}	ALLOW	""
"Read"	{"file_path":"/r/construction/u3-gamma"}	BLOCK	"/r/construction/u3-gamma"
"Read"	{"file_path":"/r/construction/u3-gamma/contract.md"}	ALLOW	""
"Read"	{"file_path":"construction/u3-gamma/contract.md"}	ALLOW	""
"Read"	{"file_path":"/w/construction/u3-gamma/contract.md"}	ALLOW	""
